CustomerKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned
11166,Ashley,Martinez,1972-04-24,S,F,70000,0,0,Partial College,Skilled Manual,0,2
11167,Jasmine,Barnes,1972-08-01,S,F,80000,0,0,Bachelors,Management,0,1
11168,David,Rodriguez,1968-05-15,S,M,80000,0,0,Bachelors,Management,0,1
11169,Bryce,Richardson,1968-06-22,M,M,90000,4,4,Bachelors,Management,1,1
11170,Carol,Howard,1968-02-05,M,F,90000,4,4,Bachelors,Management,1,1
11171,Jonathan,Hill,1967-10-09,S,M,100000,1,0,Bachelors,Management,1,2
11172,Gabrielle,Adams,1967-11-21,M,F,100000,1,0,Bachelors,Management,1,2
11173,Sarah,Thomas,1967-09-01,S,F,110000,0,0,Graduate Degree,Management,0,4
11174,Nicholas,Robinson,1967-07-13,M,M,110000,0,1,Graduate Degree,Management,1,0
11175,Luis,Wang,1963-03-05,S,M,70000,0,0,Partial College,Skilled Manual,1,2
11176,Mason,Roberts,1968-01-25,M,M,90000,4,4,Bachelors,Management,1,1
11177,Jose,Flores,1942-07-04,M,M,110000,2,4,Graduate Degree,Management,1,2
11178,Nathan,Johnson,1943-08-24,M,M,100000,2,3,Graduate Degree,Management,1,3
11179,Molly,Rodriguez,1943-06-14,M,F,120000,2,4,Graduate Degree,Management,1,3
11180,April,Anand,1943-01-02,M,F,160000,1,3,Bachelors,Management,1,4
11181,Devin,Martin,1943-08-08,M,M,170000,2,3,Graduate Degree,Management,1,2
11182,Stephanie,Torres,1944-08-25,S,F,70000,4,0,Bachelors,Management,1,2
11183,Jasmine,Lee,1944-07-15,S,F,70000,4,0,Bachelors,Management,1,2
11184,Meghan,Hernandez,1944-11-16,S,F,70000,4,0,Bachelors,Management,1,2
11185,Ashley,Henderson,1944-10-08,S,F,70000,4,0,Bachelors,Management,1,2
11186,Sarah,Price,1944-05-21,S,F,70000,4,0,Bachelors,Management,1,2
11187,Jennifer,Cooper,1944-02-22,M,F,60000,4,0,Graduate Degree,Management,1,2
11188,Catherine,Morris,1944-09-06,M,F,60000,4,0,Graduate Degree,Management,0,2
11189,Lawrence,Blanco,1944-07-15,S,M,60000,4,0,Graduate Degree,Management,1,2
11190,Carson,Bryant,1944-06-22,M,M,70000,5,0,Bachelors,Management,1,2
11191,Kristi,Perez,1945-12-18,S,F,70000,5,0,Bachelors,Management,1,3
11192,James,Brown,1945-09-13,M,M,60000,4,0,Bachelors,Management,1,2
11193,Ian,Gray,1945-02-13,M,M,60000,4,0,Bachelors,Management,1,2
11194,Jacqueline,Price,1945-06-10,M,F,60000,4,0,Bachelors,Management,1,2
11195,Megan,Henderson,1946-02-10,M,F,60000,5,0,Bachelors,Management,1,3
11196,Alfredo,Romero,1946-06-07,M,M,60000,5,0,Bachelors,Management,1,3
11197,Andrea,Morris,1946-06-18,M,F,70000,3,1,Bachelors,Management,0,1
11198,Brooke,Sanders,1946-11-26,S,F,70000,4,1,Bachelors,Management,1,1
11199,Jacqueline,Bennett,1946-11-06,M,F,70000,4,1,Bachelors,Management,1,1
11200,Jason,Griffin,1947-11-22,M,M,70000,4,1,Bachelors,Management,1,1
11201,Amanda,Foster,1947-08-18,M,F,70000,4,1,Bachelors,Management,1,1
11202,Alexia,Price,1947-08-26,M,F,80000,5,0,Bachelors,Management,0,2
11203,Luis,Diaz,1948-08-21,M,M,40000,2,1,High School,Professional,1,2
11204,Destiny,Rivera,1948-06-01,M,F,40000,2,1,High School,Professional,1,2
11205,Abby,Fernandez,1948-07-24,M,F,40000,2,1,High School,Professional,1,2
11206,Blake,Flores,1948-09-24,M,M,60000,2,1,Partial College,Professional,1,1
11207,Danielle,Cox,1948-07-19,S,F,60000,2,1,Partial College,Professional,1,1
11208,Maria,Reed,1948-02-04,M,F,60000,2,1,Bachelors,Management,1,0
11209,Allison,Evans,1948-01-13,M,F,60000,2,1,Bachelors,Management,1,0
11210,Edward,Wood,1948-06-08,M,M,70000,4,1,Partial College,Professional,1,2
11211,Samantha,Russell,1949-10-12,M,F,40000,2,1,High School,Professional,1,2
11212,Chloe,Campbell,1949-11-05,M,F,40000,2,1,High School,Professional,1,2
11213,Stephanie,Murphy,1949-05-14,S,F,60000,2,1,Partial College,Professional,1,2
11214,Charles,Miller,1949-11-07,S,M,60000,2,1,Partial College,Professional,1,2
11215,Ana,Perry,1950-06-21,M,F,40000,2,1,Partial High School,Skilled Manual,1,2
11216,Jasmine,Torres,1950-05-20,S,F,60000,2,1,Partial College,Professional,1,2
11217,Natalie,Adams,1950-02-11,S,F,60000,2,1,Partial College,Professional,1,2
11218,Olivia,Brown,1950-09-11,S,F,60000,2,1,Partial College,Professional,0,2
11219,Charles,Cook,1950-12-02,M,M,60000,2,1,High School,Professional,1,2
11220,Erica,Huang,1950-02-23,M,F,60000,2,1,Partial College,Professional,1,1
11221,Nathan,Perry,1950-06-10,M,M,70000,4,2,Partial College,Professional,1,1
11222,Alexandra,Rivera,1950-08-17,M,F,80000,3,1,Bachelors,Management,1,1
11223,Hailey,Patterson,1951-09-16,S,F,70000,2,1,High School,Professional,1,2
11224,Tiffany,Li,1951-09-06,S,F,70000,2,1,High School,Professional,1,2
11225,Madison,Lee,1951-02-16,M,F,60000,2,1,Partial College,Professional,1,1
11226,Sydney,Ross,1951-09-27,M,F,60000,2,1,Partial College,Professional,1,1
11227,Marshall,Chavez,1951-08-12,S,M,60000,2,1,Partial College,Professional,1,2
11228,Ashley,Jones,1951-04-19,M,F,60000,2,1,Partial College,Professional,1,2
11229,Adrian,Stewart,1951-12-03,S,M,70000,4,2,Partial College,Professional,1,1
11230,Amber,Turner,1951-04-03,M,F,70000,4,2,Partial College,Professional,0,2
11231,Dennis,Zhang,1952-11-14,M,M,60000,2,1,High School,Professional,1,2
11232,Hailey,Bryant,1952-09-27,M,F,60000,3,1,High School,Professional,0,2
11233,Todd,Li,1952-09-09,M,M,70000,4,2,Partial College,Professional,1,2
11234,Anna,Griffin,1952-11-19,S,F,70000,4,2,Partial College,Professional,1,2
11235,Angel,Stewart,1952-02-08,M,M,70000,4,2,Partial College,Professional,1,2
11236,Jeremy,Butler,1952-03-05,S,M,70000,5,2,Partial College,Professional,1,2
11237,Clarence,Anand,1958-09-23,S,M,130000,2,3,Bachelors,Management,0,4
11238,Mayra,Prasad,1958-08-10,S,F,130000,2,3,Bachelors,Management,0,4
11239,Latoya,Goel,1958-10-06,M,F,130000,2,4,Partial College,Professional,0,2
11240,Anne,Hernandez,1958-12-11,M,F,160000,2,3,Partial College,Professional,1,4
11241,Lisa,Cai,1957-10-11,S,F,100000,2,3,Partial College,Professional,1,4
11242,Larry,Munoz,1957-11-11,M,M,110000,2,4,Partial College,Professional,1,3
11243,Robin,Alvarez,1957-10-09,M,F,150000,2,3,Partial College,Professional,1,3
11244,Alexis,Coleman,1957-11-26,S,F,170000,2,3,Bachelors,Management,0,3
11245,Ricky,Vazquez,1956-10-27,M,M,120000,3,4,High School,Professional,0,4
11246,Latasha,Rubio,1956-10-09,M,F,120000,3,4,High School,Professional,0,4
11247,Claudia,Zhou,1956-06-06,S,F,130000,3,4,Partial College,Professional,0,3
11248,Tristan,Alexander,1955-03-26,M,M,110000,3,4,Partial College,Professional,1,4
11249,Cindy,Patel,1955-07-13,M,F,130000,3,4,Partial College,Professional,1,3
11250,Shannon,Liu,1955-03-12,M,F,170000,3,4,High School,Professional,1,2
11251,Xavier,Long,1932-07-04,S,M,30000,4,0,High School,Professional,0,2
11252,Nicholas,Thompson,1932-06-07,S,M,90000,3,0,Graduate Degree,Management,1,1
11253,Jose,Hernandez,1933-02-28,M,M,60000,2,0,Graduate Degree,Management,1,2
11254,Johnathan,Vance,1933-03-03,M,M,70000,4,0,Graduate Degree,Management,1,2
11255,Colin,Lin,1933-04-04,M,M,70000,4,0,Graduate Degree,Management,1,2
11256,Katelyn,Hernandez,1933-09-20,M,F,70000,4,0,Graduate Degree,Management,1,2
11257,Jacqueline,Powell,1933-01-06,S,F,120000,1,2,Graduate Degree,Management,1,4
11258,Xavier,Hill,1933-06-28,M,M,120000,1,2,Graduate Degree,Management,1,4
11259,Victoria,Stewart,1965-03-27,M,F,100000,4,1,Partial College,Professional,1,4
11260,Katelyn,Kelly,1965-04-12,M,F,110000,2,2,Bachelors,Management,1,3
11261,Stephanie,Collins,1965-04-24,M,F,130000,1,2,Graduate Degree,Management,1,1
11262,Jennifer,Simmons,1964-05-04,M,F,80000,4,3,Bachelors,Management,1,0
11263,Trinity,Richardson,1964-09-11,M,F,90000,5,5,Partial College,Professional,1,3
11264,Eduardo,Martin,1964-06-17,S,M,90000,5,5,Partial College,Professional,0,3
11265,Elizabeth,Jones,1964-07-13,M,F,90000,5,5,Partial College,Professional,1,3
11266,Taylor,Howard,1964-05-05,S,F,90000,0,0,Partial College,Professional,0,1
11267,David,Diaz,1964-10-02,S,M,120000,4,2,Partial College,Professional,1,4
11268,Katelyn,Carter,1964-05-03,M,F,130000,2,2,Graduate Degree,Management,1,2
11269,Ryan,Foster,1964-10-13,M,M,130000,2,2,Graduate Degree,Management,1,2
11270,Robert,Lee,1964-05-04,M,M,130000,2,2,Graduate Degree,Management,1,3
11271,Danielle,Reed,1964-06-05,S,F,150000,2,0,Bachelors,Management,0,4
11272,Lauren,Martinez,1956-11-10,S,F,70000,4,3,Partial College,Professional,1,0
11273,Nathan,Lal,1956-10-01,M,M,90000,2,1,Partial College,Professional,1,0
11274,Kyle,Foster,1934-04-12,M,M,50000,2,0,Graduate Degree,Management,1,2
11275,Jenny,Rai,1934-01-18,M,F,80000,4,0,Graduate Degree,Management,1,2
11276,Nancy,Chapman,1963-09-19,M,F,80000,4,3,Partial College,Professional,1,2
11277,Charles,Jackson,1963-06-10,M,M,80000,4,3,Partial College,Professional,1,2
11278,Jonathan,Phillips,1963-08-20,S,M,90000,0,0,Partial College,Professional,0,1
11279,Amanda,Cook,1963-09-12,M,F,90000,0,0,Partial College,Professional,1,1
11280,Robert,Collins,1963-08-21,M,M,90000,0,0,Partial College,Professional,1,1
11281,Megan,Barnes,1963-10-10,S,F,110000,4,2,Bachelors,Management,1,4
11282,Christian,Thomas,1962-01-16,M,M,90000,5,4,Partial College,Professional,1,4
11283,Arturo,Lal,1962-10-26,M,M,110000,1,3,Bachelors,Management,1,2
11284,Theresa,Serrano,1962-03-27,M,F,110000,1,3,Bachelors,Management,1,2
11285,Jeremy,Anderson,1962-03-19,M,M,120000,1,3,Partial College,Professional,0,4
11286,Hunter,Griffin,1962-03-03,M,M,170000,0,0,Graduate Degree,Management,1,4
11287,Henry,Garcia,1961-01-16,M,M,70000,5,4,Partial College,Professional,0,3
11288,Cindy,Sanchez,1961-09-16,M,F,110000,1,3,Bachelors,Management,1,3
11289,Maria,Carter,1961-03-07,M,F,130000,1,3,Bachelors,Management,1,1
11290,Katelyn,Sanchez,1961-08-18,M,F,130000,1,3,Bachelors,Management,1,3
11291,Jenna,Wright,1961-05-05,M,F,130000,1,3,Bachelors,Management,1,3
11292,Seth,Phillips,1961-11-05,S,M,150000,1,2,Partial College,Professional,0,3
11293,Luke,Long,1955-05-27,S,M,60000,2,0,High School,Professional,0,2
11294,Dalton,Clark,1955-09-03,M,M,60000,2,0,High School,Professional,0,2
11295,Taylor,Lewis,1954-05-16,S,F,80000,2,0,Partial High School,Skilled Manual,1,2
11296,Haley,Richardson,1935-10-07,S,F,50000,2,0,Graduate Degree,Management,1,2
11297,Noah,Coleman,1935-02-02,S,M,70000,4,0,Graduate Degree,Management,1,2
11298,Jon,Luo,1935-03-03,M,M,70000,4,0,Graduate Degree,Management,1,2
11299,Orlando,Vazquez,1936-04-01,M,M,70000,4,0,Graduate Degree,Management,1,2
11300,Fernando,Barnes,1960-03-03,M,M,80000,5,4,Partial College,Professional,0,3
11301,Cameron,Rodriguez,1960-06-09,M,M,80000,5,4,Partial College,Professional,1,4
11302,Spencer,Russell,1960-12-12,S,M,90000,4,3,High School,Professional,0,3
11303,Julia,Coleman,1960-10-11,S,F,90000,4,3,High School,Professional,0,3
11304,Julia,Garcia,1960-03-17,M,F,100000,0,3,Partial College,Professional,1,0
11305,Sean,Evans,1960-06-19,M,M,110000,3,3,Partial College,Professional,0,4
11306,Micah,Zhou,1960-06-22,M,M,110000,3,3,Partial College,Professional,0,4
11307,Hunter,Rodriguez,1954-11-04,M,M,80000,2,0,Partial High School,Skilled Manual,1,2
11308,Ian,Gonzales,1954-03-05,M,M,60000,2,0,High School,Professional,0,2
